Prefectural level or Country level,Provincial-level regions,地级行政区或县级行政区,省级行政区,2020-01-20 00:00:00,2020-01-21 00:00:00,2020-01-22 00:00:00,2020-01-23 00:00:00,2020-01-24 00:00:00,2020-01-25 00:00:00,2020-01-26 00:00:00,2020-01-27 00:00:00,2020-01-28 00:00:00,2020-01-29 00:00:00,2020-01-30 00:00:00,2020-01-31 00:00:00,2020-02-01 00:00:00,2020-02-02 00:00:00,2020-02-03 00:00:00,2020-02-04 00:00:00,2020-02-05 00:00:00,2020-02-06 00:00:00,2020-02-07 00:00:00,2020-02-08 00:00:00,2020-02-09 00:00:00,2020-02-10 00:00:00,2020-02-11 00:00:00,2020-02-12 00:00:00,2020-02-13 00:00:00,2020-02-14 00:00:00,2020-02-15 00:00:00,2020-02-16 00:00:00,2020-02-17 00:00:00,2020-02-18 00:00:00,2020-02-19 00:00:00,2020-02-20 00:00:00,2020-02-21 00:00:00,2020-02-22 00:00:00,2020-02-23 00:00:00,2020-02-24 00:00:00,2020-02-25 00:00:00,2020-02-26 00:00:00,2020-02-27 00:00:00,2020-02-28 00:00:00,2020-02-29 00:00:00
Wuhu,Anhui,芜湖市,安徽省,,,0.0,0.0,1.0,2.0,3.0,3.0,2.0,3,0,1,1,0,5,2,3,1,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,,,
Tongling,Anhui,铜陵市,安徽省,,,0.0,0.0,3.0,0.0,0.0,6.0,0.0,1,4,2,0,2,1,0,1,2,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,
Huainan,Anhui,淮南市,安徽省,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,0,0,0,1,1,4,0,2,7,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0.0,,,
Chuzhou,Anhui,滁州市,安徽省,,,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0,0,2,0,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
Lu'an,Anhui,六安市,安徽省,,,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2,1,4,0,7,10,4,2,5,10,3,3,2,0,1,1,2,2,3,0,1,0,0,0,0,0,0,0,0.0,,,
Xuancheng,Anhui,宣城市,安徽省,,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
Huangshan,Anhui,黄山市,安徽省,,,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
Fuzhou,Fujian,福州市,福建省,,,1.0,1.0,3.0,5.0,7.0,1.0,6.0,6,2,7,5,3,6,2,1,1,2,3,1,0,1,0,2,0,2,1,2,0,0,0,0,0,0,0,0,1.0,,,
Xiamen,Fujian,厦门市,福建省,,,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1,6,4,1,1,1,1,0,2,2,0,3,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
Zhangzhou,Fujian,漳州市,福建省,,,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1,1,3,1,1,0,2,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
Quanzhou,Fujian,泉州市,福建省,,,0.0,1.0,0.0,3.0,6.0,3.0,0.0,5,4,2,5,2,4,2,2,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,,,
Sanming,Fujian,三明市,福建省,,,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,
Putian,Fujian,莆田市,福建省,,,0.0,0.0,0.0,0.0,9.0,5.0,0.0,3,5,3,2,7,3,1,4,2,3,0,4,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,,,
Nanping,Fujian,南平市,福建省,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,5,0,3,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
Longyan,Fujian,龙岩市,福建省,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,
Ningde,Fujian,宁德市,福建省,,,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1,1,0,0,3,0,2,2,0,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,,,
Nanchang,Jiangxi,南昌市,江西省,,0.0,1.0,1.0,1.0,1.0,4.0,9.0,8.0,21,21,16,6,14,18,13,15,13,6,11,11,6,10,5,7,5,5,1,1,1,0,0,0,0,0,0,0,,,,
Xinyu,Jiangxi,新余市,江西省,,0.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0,17,12,3,7,9,10,9,9,8,5,5,5,7,4,3,3,2,0,0,0,1,0,0,0,0,0,0,,,,
Shangrao,Jiangxi,上饶市,江西省,,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,2,1,4,3,13,18,19,9,8,6,6,5,7,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Jiujiang,Jiangxi,九江市,江西省,,0.0,0.0,1.0,1.0,0.0,2.0,5.0,7.0,15,11,2,12,9,14,8,6,3,2,3,1,0,4,4,5,1,2,0,1,0,0,0,0,0,0,0,0,,,,
Yichun,Jiangxi,宜春市,江西省,,0.0,0.0,0.0,1.0,4.0,1.0,4.0,4.0,0,12,3,2,5,9,3,6,8,5,7,4,6,5,7,6,1,2,2,0,0,0,0,0,0,0,0,0,,,,
Ganzhou,Jiangxi,赣州市,江西省,,0.0,0.0,0.0,2.0,5.0,0.0,3.0,6.0,5,6,3,4,2,7,6,4,7,5,5,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Fuzhou,Jiangxi,抚州市,江西省,,1.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,4,2,3,6,5,5,10,2,10,3,4,1,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Pingxiang,Jiangxi,萍乡市,江西省,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,1,6,3,2,2,1,1,0,0,1,1,3,0,2,1,0,1,0,0,0,0,0,0,0,0,0,,,,
Ji'an,Jiangxi,吉安市,江西省,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,3,3,1,1,2,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,
Yingtan,Jiangxi,鹰潭市,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,4,0,0,1,0,1,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jingdezhen,Jiangxi,景德镇市,江西省,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
Ganjiang new area,Jiangxi,赣江新区,江西省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jinan,Shandong,济南市,山东省,,,,,2.0,1.0,4.0,3.0,1.0,3,2,2,1,3,3,4,4,6,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Qingdao,Shandong,青岛市,山东省,,,,,1.0,2.0,4.0,3.0,2.0,3,3,0,1,3,4,5,7,2,3,1,5,1,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,0.0,0.0,,
Zibo,Shandong,淄博市,山东省,,,,,0.0,1.0,1.0,0.0,2.0,2,2,2,2,0,0,2,0,1,0,1,0,3,1,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,,
Zaozhuang,Shandong,枣庄市,山东省,,,,,0.0,0.0,0.0,2.0,6.0,0,1,2,3,1,1,1,0,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Yantai,Shandong,烟台市,山东省,,,,,2.0,0.0,2.0,4.0,2.0,3,5,2,0,2,4,0,3,2,3,2,3,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Weifang,Shandong,潍坊市,山东省,,,,,1.0,1.0,1.0,0.0,2.0,2,1,1,1,3,0,3,5,6,2,5,3,1,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Jining,Shandong,济宁市,山东省,,,,,2.0,2.0,1.0,0.0,0.0,3,0,2,4,4,3,2,9,3,3,1,0,2,1,1,3,3,2,1,0,0,0,201,0,4,0,0,1,0.0,0.0,,
Tai'an,Shandong,泰安市,山东省,,,,,0.0,0.0,0.0,1.0,2.0,0,0,2,4,2,1,2,4,2,0,3,3,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,,
Weihai,Shandong,威海市,山东省,,,,,1.0,1.0,3.0,3.0,1.0,3,5,5,0,1,0,2,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Rizhao,Shandong,日照市,山东省,,,,,1.0,2.0,1.0,1.0,1.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Linyi,Shandong,临沂市,山东省,,,,,1.0,4.0,0.0,1.0,7.0,1,4,3,1,0,3,3,2,3,3,2,2,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,,
Dezhou,Shandong,德州市,山东省,,,,,1.0,2.0,3.0,2.0,3.0,0,5,1,2,0,0,0,7,1,1,2,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Liaocheng,Shandong,聊城市,山东省,,,,,1.0,0.0,0.0,2.0,0.0,2,2,0,2,0,1,2,3,5,7,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Binzhou,Shandong,滨州市,山东省,,,,,0.0,1.0,2.0,1.0,2.0,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Heze,Shandong,菏泽市,山东省,,,,,0.0,1.0,2.0,1.0,3.0,0,0,1,0,1,1,2,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Dongying,Shandong,东营市,山东省,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Laiwu,Shandong,莱芜市,山东省,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,,
Xinyang,Henan,信阳市,河南省,,0.0,0.0,1.0,5.0,16.0,1.0,6.0,3.0,10,7,21,18,11,13,26,26,12,16,13,15,8,3,9,3,9,9,1,4,2,1,1,3,1,0,0,0,,,,
Zhengzhou,Henan,郑州市,河南省,,1.0,2.0,2.0,3.0,12.0,9.0,8.0,3.0,6,4,6,9,7,13,7,10,10,8,6,4,2,5,4,1,2,4,3,3,2,1,1,0,0,0,0,0,,,,
Nanyang,Henan,南阳市,河南省,,0.0,0.0,0.0,8.0,7.0,4.0,7.0,5.0,20,10,5,10,8,15,8,4,7,10,5,1,2,2,7,1,4,1,3,1,0,0,0,0,0,0,0,0,,,,
Zhumadian,Henan,驻马店市,河南省,,0.0,0.0,0.0,2.0,5.0,2.0,1.0,6.0,9,5,10,6,12,14,10,16,8,7,3,7,3,2,6,3,1,0,0,1,0,0,0,0,0,0,0,0,,,,
Shangqiu,Henan,商丘市,河南省,,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,4,13,5,8,6,10,1,4,7,4,7,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,,,,
Zhoukou,Henan,周口市,河南省,,0.0,0.0,1.0,3.0,1.0,6.0,4.0,4.0,6,11,2,2,7,5,4,3,1,2,0,3,0,1,2,1,1,1,4,1,0,0,0,0,0,0,0,0,,,,
Pingdingshan,Henan,平顶山市,河南省,,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3,2,1,3,5,9,6,7,5,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Xinxiang,Henan,新乡市,河南省,,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,5,5,6,0,4,6,6,2,0,2,1,2,2,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,,,
Anyang,Henan,安阳市,河南省,,0.0,0.0,0.0,0.0,3.0,4.0,4.0,3.0,3,4,4,0,4,4,2,2,3,3,1,1,1,3,1,0,1,0,0,1,0,1,0,0,0,0,0,0,,,,
Xuchang,Henan,许昌市,河南省,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,5,4,1,2,4,5,2,2,2,1,0,1,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,,,,
Luohe,Henan,漯河市,河南省,,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,2,2,1,2,4,3,1,2,0,3,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,
Jiaozuo,Henan,焦作市,河南省,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0,5,1,4,3,2,1,2,4,1,3,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,,,,
Luoyang,Henan,洛阳市,河南省,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,2,2,0,5,5,4,3,1,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
Kaifeng,Henan,开封市,河南省,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2,2,3,0,1,5,1,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,
Hebi,Henan,鹤壁市,河南省,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1,0,0,2,0,2,0,0,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Puyang,Henan,濮阳市,河南省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2,0,0,0,1,0,1,0,2,2,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,,
Sanmenxia,Henan,三门峡市,河南省,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Jiyuan,Henan,济源市,河南省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,
Wuhan,Hubei,武汉市,湖北省,60.0,105.0,62.0,70.0,77.0,46.0,80.0,892.0,315.0,356,378,576,894,1033,1242,1967,1766,1501,1985,1379,1921,1552,1104,13436,3910,1923,1548,1690,1600,1660,615,319,314,541,348,464,370,,,,
Huangshi,Hubei,黄石市,湖北省,0.0,0.0,0.0,0.0,0.0,31.0,5.0,17.0,33.0,27,55,41,43,82,71,104,57,69,68,57,52,30,39,37,32,37,8,-5,2,-2,-16,7,5,4,4,3,3,,,,
Shiyan,Hubei,十堰市,湖北省,0.0,0.0,0.0,1.0,4.0,15.0,20.0,25.0,23.0,31,31,27,35,44,35,27,35,42,43,29,14,24,31,26,24,12,5,10,14,12,3,13,3,8,2,2,0,,,,
Yichang,Hubei,宜昌市,湖北省,0.0,0.0,0.0,1.0,0.0,19.0,11.0,20.0,12.0,54,50,109,77,39,60,44,67,47,23,78,45,23,12,26,67,29,-5,-6,9,3,-16,4,0,3,7,2,1,,,,
Xiangyang,Hubei,襄阳市,湖北省,0.0,0.0,0.0,0.0,0.0,2.0,34.0,34.0,61.0,32,123,61,94,107,84,103,52,51,69,81,57,44,25,13,10,17,16,11,8,2,2,3,2,0,1,1,0,,,,
Ezhou,Hubei,鄂州市,湖北省,0.0,0.0,0.0,0.0,1.0,0.0,19.0,37.0,27.0,39,66,38,51,28,26,50,41,48,98,70,89,65,71,204,69,67,38,44,65,4,-5,5,2,4,4,2,2,,,,
Jingmen,Hubei,荆门市,湖北省,0.0,0.0,1.0,7.0,13.0,17.0,52.0,24.0,28.0,50,36,24,78,16,55,22,86,45,35,75,12,15,40,231,21,6,7,6,-15,1,-107,6,2,4,2,0,2,,,,
Xiaogan,Hubei,孝感市,湖北省,0.0,0.0,0.0,22.0,4.0,29.0,45.0,73.0,101.0,125,142,87,121,169,202,342,424,255,172,123,105,101,109,123,135,105,87,78,41,24,-15,17,2,14,22,17,19,,,,
Jingzhou,Hubei,荆州市,湖北省,0.0,0.0,6.0,2.0,2.0,23.0,14.0,24.0,30.0,50,70,66,46,166,114,100,88,84,56,56,48,30,35,321,54,43,12,11,36,4,-31,7,6,8,0,2,1,,,,
Huanggang,Hubei,黄冈市,湖北省,12.0,0.0,0.0,0.0,52.0,58.0,32.0,59.0,111.0,172,77,153,276,244,176,223,162,90,144,100,115,80,66,264,163,26,6,8,-3,16,-5,17,16,5,0,0,0,,,,
Xianning,Hubei,咸宁市,湖北省,0.0,0.0,0.0,0.0,0.0,43.0,21.0,27.0,21.0,18,36,40,40,50,52,36,15,44,33,17,14,8,10,9,200,108,12,9,7,-36,-66,0,2,0,0,0,0,,,,
Suizhou,Hubei,随州市,湖北省,0.0,0.0,0.0,0.0,5.0,31.0,16.0,18.0,46.0,27,85,76,80,74,183,65,128,81,38,31,65,46,34,31,46,28,22,13,11,2,3,4,4,4,3,2,1,,,,
Enshi Tujia and Miao Autonomous Prefecture,Hubei,恩施土家族苗族自治州,湖北省,0.0,0.0,0.0,0.0,11.0,6.0,8.0,13.0,13.0,15,9,12,18,6,12,15,6,13,3,11,21,8,8,26,8,7,3,2,1,-1,-5,1,1,0,0,0,0,,,,
Xiantao,Hubei,仙桃市,湖北省,0.0,0.0,0.0,0.0,8.0,1.0,1.0,15.0,5.0,23,35,7,43,29,19,37,40,42,52,20,37,22,22,20,20,14,9,8,13,18,5,1,3,0,2,2,0,,,,
Qianjiang,Hubei,潜江市,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2,2,15,8,0,9,10,10,10,6,2,3,5,0,4,10,12,50,16,3,0,0,3,1,2,3,1,1,,,,
Tianmen,Hubei,天门市,湖北省,0.0,0.0,0.0,0.0,3.0,2.0,8.0,10.0,11.0,10,23,15,17,16,2,11,10,25,16,18,20,44,32,69,54,8,25,38,15,-14,-13,4,1,1,0,1,1,,,,
Shennongjia Forestry District,Hubei,神农架林区,湖北省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,
Changsha,Hunan,长沙市,湖南省,,,,4.0,0.0,10.0,4.0,2.0,22.0,11,11,18,26,13,23,16,15,11,6,9,8,6,4,5,10,3,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Hengyang,Hunan,衡阳市,湖南省,,,,0.0,3.0,0.0,1.0,3.0,10.0,3,5,1,4,2,3,4,4,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Zhuzhou,Hunan,株洲市,湖南省,,,,1.0,0.0,2.0,2.0,2.0,6.0,5,1,3,3,1,8,4,3,5,2,10,3,7,3,4,2,1,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0
Xiangtan,Hunan,湘潭市,湖南省,,,,1.0,1.0,1.0,1.0,2.0,2.0,1,1,3,3,3,2,2,1,1,3,0,3,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Shaoyang,Hunan,邵阳市,湖南省,,,,0.0,2.0,0.0,6.0,3.0,8.0,10,7,5,8,2,4,13,6,9,3,1,2,2,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yueyang,Hunan,岳阳市,湖南省,,,,3.0,2.0,1.0,1.0,10.0,9.0,3,8,8,8,17,13,6,4,14,4,4,9,10,12,2,1,4,1,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Changde,Hunan,常德市,湖南省,,,,0.0,3.0,4.0,5.0,7.0,7.0,4,7,2,3,3,5,6,6,2,2,0,6,1,2,2,1,0,1,0,0,0,0,1,0,2,0,0,0,0.0,0.0,0.0,0.0
Zhangjiajie,Hunan,张家界市,湖南省,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yiyang,Hunan,益阳市,湖南省,,,,4.0,4.0,0.0,3.0,3.0,4.0,3,3,4,3,3,5,5,1,2,1,2,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0
Chenzhou,Hunan,郴州市,湖南省,,,,0.0,0.0,2.0,3.0,1.0,0.0,3,2,1,5,3,1,2,1,4,2,1,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yongzhou,Hunan,永州市,湖南省,,,,3.0,0.0,0.0,0.0,3.0,4.0,3,2,2,4,4,0,4,2,6,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0
Huaihua,Hunan,怀化市,湖南省,,,,0.0,2.0,3.0,3.0,5.0,2.0,5,3,2,3,1,3,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Loudi,Hunan,娄底市,湖南省,,,,3.0,2.0,0.0,2.0,2.0,4.0,3,4,6,3,6,5,5,6,2,6,5,2,3,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Xiangxi Tujia and Miao Autonomous Prefecture,Hunan,湘西土家族苗族自治州,湖南省,,,,0.0,0.0,3.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Shenzhen,Guangdong,深圳市,广东省,,5.0,1.0,0.0,5.0,6.0,9.0,13.0,14.0,23,24,60,26,30,43,20,25,20,17,13,4,7,11,5,9,6,8,1,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Guangzhou,Guangdong,广州市,广东省,,2.0,3.0,2.0,7.0,0.0,25.0,12.0,12.0,16,27,31,38,14,27,21,18,29,14,6,9,4,6,4,1,7,3,1,0,0,0,0,4,2,0,1,0,0.0,0.0,0.0,0.0
Zhuhai,Guangdong,珠海市,广东省,,1.0,0.0,4.0,2.0,0.0,2.0,0.0,2.0,4,8,12,3,10,13,5,4,0,9,1,2,1,1,2,2,4,1,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Foshan,Guangdong,佛山市,广东省,,1.0,0.0,5.0,3.0,2.0,4.0,4.0,0.0,7,7,6,1,4,3,3,1,7,3,5,3,2,8,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Dongguan,Guangdong,东莞市,广东省,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0,9,5,6,4,6,7,3,6,3,2,2,2,5,3,3,8,8,0,2,0,1,1,0,1,2,1,0,0.0,1.0,1.0,0.0
Huizhou,Guangdong,惠州市,广东省,,0.0,0.0,4.0,2.0,1.0,0.0,3.0,1.0,5,0,3,3,5,1,2,4,4,2,6,3,3,1,1,1,2,0,0,1,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Zhongshan,Guangdong,中山市,广东省,,0.0,1.0,1.0,0.0,0.0,2.0,2.0,6.0,4,2,0,3,4,6,4,9,2,0,5,5,2,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Shantou,Guangdong,汕头市,广东省,,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,6,0,2,0,3,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Zhanjiang,Guangdong,湛江市,广东省,,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2,2,2,1,0,1,3,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yangjiang,Guangdong,阳江市,广东省,,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0
Zhaoqing,Guangdong,肇庆市,广东省,,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0,1,0,1,0,3,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0
Meizhou,Guangdong,梅州市,广东省,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1,0,0,1,1,2,1,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Qingyuan,Guangdong,清远市,广东省,,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jieyang,Guangdong,揭阳市,广东省,,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Shaoguan,Guangdong,韶关市,广东省,,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Shanwei,Guangdong,汕尾市,广东省,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Maoming,Guangdong,茂名市,广东省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,0,1,1,1,0,0,0,3,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jiangmen,Guangdong,江门市,广东省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,2,0,1,2,1,2,2,3,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Heyuan,Guangdong,河源市,广东省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Chaozhou,Guangdong,潮州市,广东省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
