Prefectural level or Country level,Provincial-level regions,地级行政区或县级行政区,省级行政区,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29
Yiyang,Hunan,益阳市,湖南省,,,0.0,4.0,4.0,7.0,10.0,14.0,17.0,20.0,24.0,27.0,30.0,35.0,40.0,41.0,43.0,44.0,46.0,53.0,54.0,58.0,59.0,59.0,59.0,59,59,59,59,59,59,59,59,59,59,59,59.0,59.0,60.0,60.0
Chenzhou,Hunan,郴州市,湖南省,,,1.0,1.0,3.0,6.0,7.0,7.0,10.0,12.0,13.0,18.0,21.0,22.0,24.0,25.0,29.0,31.0,32.0,32.0,33.0,38.0,38.0,39.0,39.0,39,39,39,39,39,39,39,39,39,39,39,39.0,39.0,39.0,39.0
Yongzhou,Hunan,永州市,湖南省,,,4.0,4.0,4.0,4.0,7.0,11.0,14.0,16.0,18.0,22.0,26.0,26.0,30.0,32.0,38.0,40.0,40.0,41.0,42.0,43.0,43.0,43.0,43.0,43,43,43,43,43,43,43,43,43,43,43,44.0,44.0,44.0,44.0
Huaihua,Hunan,怀化市,湖南省,,,3.0,5.0,8.0,11.0,16.0,18.0,23.0,26.0,28.0,31.0,32.0,35.0,35.0,36.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40,40,40,40,40,40,40,40,40,40,40,40.0,40.0,40.0,40.0
Loudi,Hunan,娄底市,湖南省,,,3.0,5.0,5.0,7.0,9.0,13.0,16.0,20.0,26.0,29.0,35.0,40.0,45.0,51.0,53.0,59.0,64.0,66.0,69.0,69.0,72.0,73.0,75.0,75,76,76,76,76,76,76,76,76,76,76,76.0,76.0,76.0,76.0
Xiangxi Prefecture,Hunan,湘西自治州,湖南省,,,0.0,0.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0
Shenzhen,Guangdong,深圳市,广东省,14.0,15.0,15.0,20.0,27.0,36.0,49.0,63.0,86.0,110.0,170.0,196.0,226.0,269.0,289.0,314.0,334.0,351.0,364.0,368.0,375.0,386.0,391.0,400.0,406.0,414,415,416,416,416,416,417,417,417,417,417,417.0,417.0,417.0,417.0
Guangzhou,Guangdong,广州市,广东省,2.0,5.0,7.0,14.0,14.0,39.0,51.0,63.0,79.0,106.0,137.0,175.0,189.0,216.0,237.0,255.0,284.0,298.0,304.0,313.0,317.0,323.0,327.0,328.0,335.0,338,339,339,339,339,339,343,345,345,346,346,346.0,346.0,346.0,346.0
Zhuhai,Guangdong,珠海市,广东省,4.0,4.0,8.0,10.0,10.0,12.0,12.0,14.0,18.0,26.0,38.0,41.0,51.0,64.0,69.0,73.0,73.0,82.0,83.0,85.0,86.0,87.0,89.0,91.0,95.0,96,97,98,98,98,98,98,98,98,98,98,98.0,98.0,98.0,98.0
Foshan,Guangdong,佛山市,广东省,1.0,1.0,6.0,9.0,10.0,14.0,18.0,18.0,25.0,32.0,38.0,39.0,43.0,46.0,49.0,50.0,57.0,60.0,65.0,68.0,70.0,78.0,81.0,82.0,84.0,84,84,84,84,84,84,84,84,84,84,84,84.0,84.0,84.0,84.0
Dongguan,Guangdong,东莞市,广东省,0.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,7.0,16.0,21.0,27.0,31.0,37.0,44.0,47.0,53.0,56.0,58.0,60.0,62.0,67.0,70.0,73.0,81.0,89,89,91,91,92,93,93,94,96,97,97,97.0,98.0,99.0,99.0
Huizhou,Guangdong,惠州市,广东省,1.0,1.0,5.0,7.0,8.0,8.0,11.0,12.0,17.0,17.0,20.0,23.0,28.0,29.0,31.0,35.0,39.0,41.0,47.0,50.0,53.0,54.0,55.0,56.0,58.0,58,58,59,62,62,62,62,62,62,62,62,62.0,62.0,62.0,62.0
Zhongshan,Guangdong,中山市,广东省,0.0,1.0,2.0,2.0,2.0,4.0,6.0,12.0,16.0,18.0,18.0,21.0,25.0,31.0,35.0,44.0,46.0,46.0,51.0,56.0,58.0,62.0,64.0,64.0,65.0,65,66,66,66,66,66,66,66,66,66,66,66.0,66.0,66.0,66.0
Shantou,Guangdong,汕头市,广东省,0.0,0.0,0.0,1.0,2.0,2.0,5.0,6.0,12.0,12.0,14.0,14.0,17.0,18.0,20.0,20.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25,25,25,25,25,25,25,25,25,25,25,25.0,25.0,25.0,25.0
Zhanjiang,Guangdong,湛江市,广东省,2.0,2.0,2.0,2.0,4.0,5.0,5.0,7.0,9.0,11.0,13.0,14.0,14.0,15.0,18.0,19.0,19.0,20.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22,22,22,22,22,22,22,22,22,22,22,22.0,22.0,22.0,22.0
Yangjiang,Guangdong,阳江市,广东省,0.0,0.0,3.0,5.0,6.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13,13,13,13,13,13,13,13,14,14,14,14.0,14.0,14.0,14.0
Zhaoqing,Guangdong,肇庆市,广东省,0.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,10.0,11.0,13.0,14.0,14.0,14.0,14.0,15.0,16.0,16.0,17.0,17.0,17,17,18,18,18,18,19,19,19,19,19,19.0,19.0,19.0,19.0
Meizhou,Guangdong,梅州市,广东省,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,16,16,16,16,16,16,16,16,16,16,16,16.0,16.0,16.0,16.0
Qingyuan,Guangdong,清远市,广东省,0.0,0.0,1.0,2.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,12.0,12.0,12,12,12,12,12,12,12,12,12,12,12,12.0,12.0,12.0,12.0
Jieyang,Guangdong,揭阳市,广东省,0.0,0.0,0.0,0.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0
Shaoguan,Guangdong,韶关市,广东省,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0
Shanwei,Guangdong,汕尾市,广东省,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
Maoming,Guangdong,茂名市,广东省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,9.0,10.0,11.0,13.0,13.0,13.0,13.0,13,14,14,14,14,14,14,14,14,14,14,14.0,14.0,14.0,14.0
Jiangmen,Guangdong,江门市,广东省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,6.0,7.0,9.0,11.0,14.0,17.0,19.0,20.0,21.0,22.0,22.0,22.0,23,23,23,23,23,23,23,23,23,23,23,23.0,23.0,23.0,23.0
Heyuan,Guangdong,河源市,广东省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0
Chaozhou,Guangdong,潮州市,广东省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
Yunfu,Guangdong,云浮市,广东省,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Nanning,Guangxi Zhuang Autonomous Region,南宁市,广西壮族自治区,,,0.0,0.0,1.0,5.0,5.0,7.0,15.0,16.0,16.0,16.0,22.0,27.0,28.0,30.0,31.0,32.0,35.0,37.0,41.0,44.0,44.0,47.0,49.0,50,51,54,54,54,54,55,55,55,55,55,55.0,55.0,55.0,55.0
Liuzhou,Guangxi Zhuang Autonomous Region,柳州市,广西壮族自治区,,,2.0,3.0,4.0,6.0,6.0,6.0,10.0,11.0,12.0,12.0,14.0,15.0,17.0,20.0,20.0,20.0,20.0,22.0,22.0,22.0,22.0,22.0,24.0,24,24,24,24,24,24,24,24,24,24,24,24.0,24.0,24.0,24.0
Guilin,Guangxi Zhuang Autonomous Region,桂林市,广西壮族自治区,,,2.0,6.0,11.0,14.0,15.0,16.0,18.0,18.0,21.0,23.0,24.0,24.0,26.0,27.0,28.0,29.0,29.0,30.0,30.0,31.0,31.0,31.0,31.0,31,31,31,31,31,31,32,32,32,32,32,32.0,32.0,32.0,32.0
Wuzhou,Guangxi Zhuang Autonomous Region,梧州市,广西壮族自治区,,,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,5.0
Beihai,Guangxi Zhuang Autonomous Region,北海市,广西壮族自治区,,,6.0,6.0,7.0,9.0,11.0,13.0,15.0,17.0,23.0,23.0,26.0,27.0,29.0,31.0,31.0,32.0,33.0,35.0,36.0,39.0,39.0,40.0,43.0,43,43,44,44,44,44,44,44,44,44,44,44.0,44.0,44.0,44.0
Fangchenggang,Guangxi Zhuang Autonomous Region,防城港市,广西壮族自治区,,,0.0,2.0,2.0,3.0,3.0,5.0,5.0,7.0,8.0,8.0,9.0,11.0,13.0,15.0,15.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,18,18,18,18,19,19,19,19,19,19,19,19.0,19.0,19.0,19.0
Qinzhou,Guangxi Zhuang Autonomous Region,钦州市,广西壮族自治区,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0
Guigang,Guangxi Zhuang Autonomous Region,贵港市,广西壮族自治区,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0
Yulin,Guangxi Zhuang Autonomous Region,玉林市,广西壮族自治区,,,0.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10,10,10,11,11,11,11,11,11,11,11,11.0,11.0,11.0,11.0
Baise,Guangxi Zhuang Autonomous Region,百色市,广西壮族自治区,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0
Hezhou,Guangxi Zhuang Autonomous Region,贺州市,广西壮族自治区,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0
Hechi,Guangxi Zhuang Autonomous Region,河池市,广西壮族自治区,,,1.0,3.0,3.0,3.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,8.0,9.0,11.0,11.0,15.0,19.0,21.0,21.0,21.0,21.0,21.0,22.0,22,22,22,23,23,24,25,25,27,28,28,28.0,28.0,28.0,28.0
Laibin,Guangxi Zhuang Autonomous Region,来宾市,广西壮族自治区,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,11.0,11.0,11.0,11.0,11.0,11.0,11,11,11,11,11,11,11,11,11,11,11,11.0,11.0,11.0,11.0
Chongzuo,Guangxi Zhuang Autonomous Region,崇左市,广西壮族自治区,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
Haikou,Hainan,海口市,海南省,,,,,,,,9.0,9.0,9.0,11.0,11.0,13.0,14.0,16.0,16.0,19.0,23.0,23.0,28.0,29.0,29.0,29.0,29.0,33.0,33,33,34,34,39,39,39,39,39,39,39,39.0,39.0,39.0,39.0
Sanya,Hainan,三亚市,海南省,,,,,,,,14.0,14.0,14.0,15.0,17.0,17.0,18.0,22.0,30.0,32.0,37.0,40.0,41.0,45.0,46.0,54.0,54.0,54.0,54,54,54,54,54,54,54,54,54,54,54,54.0,54.0,54.0,54.0
Danzhou,Hainan,儋州市,海南省,,,,,,,,5.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,15.0,15.0,15.0,15,15,15,15,15,15,15,15,15,15,15,15.0,15.0,15.0,15.0
Wenchang,Hainan,文昌市,海南省,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0
Qionghai,Hainan,琼海市,海南省,,,,,,,,1.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,6.0
Wanning,Hainan,万宁市,海南省,,,,,,,,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,13,13,13,13,13,13,13,13,13,13,13,13.0,13.0,13.0,13.0
Dongfang,Hainan,东方市,海南省,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0
Chengmai County,Hainan,澄迈县,海南省,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0,9,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,9.0
Lingao County,Hainan,临高县,海南省,,,,,,,,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,6.0
Changjiang,Hainan,昌江县,海南省,,,,,,,,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0
Lingshui,Hainan,陵水县,海南省,,,,,,,,1.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0
Ding'an County,Hainan,定安县,海南省,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0
Baoting,Hainan,保亭县,海南省,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0
Ledong,Hainan,乐东县,海南省,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0
Qiongzhong,Hainan,琼中县,海南省,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
,Chongqing,,重庆市,,9.0,27.0,57.0,75.0,110.0,132.0,147.0,165.0,206.0,238.0,262.0,300.0,337.0,366.0,389.0,411.0,426.0,446.0,468.0,486.0,505.0,518.0,529.0,537.0,544,551,553,555,560,567,572,573,575,576,576,576.0,,,
Chengdu,Sichuan,成都,四川省,,,7.0,16.0,22.0,33.0,37.0,46.0,59.0,69.0,72.0,73.0,77.0,87.0,92.0,97.0,102.0,109.0,120.0,123.0,124.0,125.0,131.0,135.0,139.0,140,140,140,141,141,143,143,143,143,143,143,143.0,143.0,143.0,143.0
Zigong,Sichuan,自贡,四川省,,,0.0,1.0,1.0,2.0,7.0,7.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9,9,9,9,9,9,9,9,9.0,9.0,9.0,9.0
Panzhihua,Sichuan,攀枝花,四川省,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,9.0,10.0,10.0,11.0,11.0,11.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13,13,16,16,16,16,16,16,16,16,16,16.0,16.0,16.0,16.0
Luzhou,Sichuan,泸州,四川省,,,0.0,1.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,6.0,7.0,9.0,10.0,12.0,13.0,13.0,16.0,17.0,18.0,19.0,19.0,19.0,19.0,19,19,19,20,24,24,24,24,24,24,24,24.0,24.0,24.0,24.0
Deyang,Sichuan,德阳,四川省,,,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,7.0,10.0,10.0,12.0,12.0,12.0,12.0,13.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17,17,17,17,17,18,18,18,18,18,18,18.0,18.0,18.0,18.0
Mianyang,Sichuan,绵阳,四川省,,,2.0,2.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,14.0,17.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,22,22,22,22,22,22,22,22,22,22,22,22.0,22.0,22.0,22.0
Guangyuan,Sichuan,广元,四川省,,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,6,6,6,6,6,6,6,6,6,6,6.0,6.0,6.0,6.0
Suining,Sichuan,遂宁,四川省,,,1.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,12,17,17,17,17,17,17,17,17,17,17,17.0,17.0,17.0,17.0
Neijiang,Sichuan,内江,四川省,,,0.0,1.0,1.0,1.0,3.0,4.0,4.0,6.0,10.0,11.0,12.0,15.0,15.0,16.0,17.0,17.0,17.0,17.0,18.0,20.0,21.0,21.0,22.0,22,22,22,22,22,22,22,22,22,22,22,22.0,22.0,22.0,22.0
Leshan,Sichuan,乐山,四川省,,,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0
Nanchong,Sichuan,南充,四川省,,,0.0,0.0,2.0,2.0,4.0,5.0,9.0,11.0,16.0,23.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,34.0,35.0,35.0,35.0,35,35,38,38,38,38,38,38,39,39,39,39.0,39.0,39.0,39.0
Yibin,Sichuan,宜宾,四川省,,,0.0,0.0,0.0,1.0,1.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,11,11,12,12,12,12,12,12,12,12,12,12.0,12.0,12.0,12.0
Guang`an,Sichuan,广安,四川省,,,2.0,2.0,2.0,6.0,7.0,7.0,9.0,13.0,16.0,20.0,21.0,24.0,24.0,24.0,27.0,28.0,28.0,28.0,30.0,30.0,30.0,30.0,30.0,30,30,30,30,30,30,30,30,30,30,30,30.0,30.0,30.0,30.0
Dazhou,Sichuan,达州,四川省,,,1.0,1.0,1.0,3.0,3.0,4.0,6.0,8.0,9.0,9.0,11.0,13.0,17.0,20.0,23.0,25.0,25.0,28.0,30.0,33.0,36.0,36.0,36.0,36,38,39,40,40,41,41,41,41,42,42,42.0,42.0,42.0,42.0
Bazhong,Sichuan,巴中,四川省,,,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,8.0,8.0,12.0,12.0,15.0,19.0,20.0,21.0,21.0,22.0,22.0,22.0,22.0,24.0,24.0,24,24,24,24,24,24,24,24,24,24,24,24.0,24.0,24.0,24.0
Ya'an,Sichuan,雅安,四川省,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7,7,7,7,7,7,7,7,7,7,7,7.0,7.0,7.0,7.0
Meishan,Sichuan,眉山,四川省,,,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,8,8,8.0,8.0,8.0,8.0
Ziyang,Sichuan,资阳,四川省,,,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,4,4,4.0,4.0,4.0,4.0
Aba Prefecture,Sichuan,阿坝,四川省,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0
Ganzi Prefecture,Sichuan,甘孜,四川省,,,0.0,0.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,12.0,17.0,17.0,17.0,23.0,27.0,36.0,37.0,43.0,44.0,50,57,62,65,67,68,69,69,69,69,71,74.0,78.0,78.0,78.0
Liangshan Prefecture,Sichuan,凉山,四川省,,,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,13,13,13,13,13,13,13,13,13,13,13,13.0,13.0,13.0,13.0
贵阳市,Guizhou,Guiyang,贵州省,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,7.0,10.0,12.0,15.0,18.0,18.0,22.0,27.0,29.0,29.0,33.0,34.0,34.0,34,36,36,36,36,36,36,36,36,36,36,36.0,36.0,36.0,36.0
遵义市,Guizhou,Zunyi,贵州省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,5.0,8.0,9.0,9.0,9.0,12.0,15.0,15.0,19.0,23.0,25.0,25.0,28.0,31.0,32,32,32,32,32,32,32,32,32,32,32,32.0,32.0,32.0,32.0
六盘水市,Guizhou,Liupanshui,贵州省,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0
安顺市,Guizhou,Anshun,贵州省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0
毕节市,Guizhou,Bijie,贵州省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,4.0,8.0,11.0,13.0,13.0,21.0,21.0,21.0,21.0,22.0,22.0,23.0,23.0,23,23,23,23,23,23,23,23,23,23,23,23.0,23.0,23.0,23.0
铜仁市,Guizhou,Tongren,贵州省,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,9.0,10.0,10.0,10.0,10.0,10,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0
黔东南州,Guizhou,Qiandongnan Prefecture,贵州省,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,8.0,10.0,10.0,10.0,10.0,10.0,10,10,10,10,10,10,10,10,10,10,10,10.0,10.0,10.0,10.0
黔南州,Guizhou,Qiannan Prefecture,贵州省,,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,17.0,17.0,17.0,17.0,17,17,17,17,17,17,17,17,17,17,17,17.0,17.0,17.0,17.0
黔西南州,Guizhou,Qianxinan Prefecture,贵州省,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0
昆明市,Yunnan,Kunming,云南省,,,,3.0,4.0,7.0,7.0,15.0,21.0,24.0,30.0,31.0,32.0,34.0,34.0,37.0,40.0,41.0,41.0,42.0,45.0,46.0,47.0,48.0,48.0,49,51,52,53,52,53,53,53,53,53,53,53.0,53.0,53.0,53.0
